"National
Dex","Pokemon
Name",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Ability I,Ability II,Hidden Ability,Weight (kg),Height (m),Pokedex Color,Egg Group I,Egg Group II,Type I,Type II
445,Garchomp,108,130,95,80,85,102,600,Sand Veil,NULL,Rough Skin,95,1.9,Blue,Monster,Dragon,Dragon,Ground
445.1,Garchomp (Mega),108,170,115,120,95,92,700,Sand Force,NULL,NULL,95,1.9,Blue,Monster,Dragon,Dragon,Ground
446,Munchlax,135,85,40,40,85,5,390,Pickup,Thick Fat,Gluttony,105,0.6,Black,Undiscovered,NULL,Normal,NULL
447,Riolu,40,70,40,35,40,60,285,Steadfast,Inner Focus,Prankster,20.2,0.7,Blue,Undiscovered,NULL,Fighting,NULL
448,Lucario,70,110,70,115,70,90,525,Steadfast,Inner Focus,Justified,54,1.2,Blue,Field,Human-Like,Fighting,Steel
448.1,Lucario (Mega),70,145,88,140,70,112,625,Adaptability,NULL,NULL,57.5,1.3,Blue,Field,Human-Like,Fighting,Steel
449,Hippopotas,68,72,78,38,42,32,330,Sand Stream,NULL,Sand Force,49.5,0.8,Brown,Field,NULL,Ground,NULL
450,Hippowdon,108,112,118,68,72,47,525,Sand Stream,NULL,Sand Force,300,2,Brown,Field,NULL,Ground,NULL
451,Skorupi,40,50,90,30,55,65,330,Battle Armor,Sniper,Keen Eye,12,0.8,Purple,Bug,Water 3,Poison,Bug
452,Drapion,70,90,110,60,75,95,500,Battle Armor,Sniper,Keen Eye,61.5,1.3,Purple,Bug,Water 3,Poison,Dark
453,Croagunk,48,61,40,61,40,50,300,Anticipation,Dry Skin,Poison Touch,23,0.7,Blue,Human-Like,NULL,Poison,Fighting
454,Toxicroak,83,106,65,86,65,85,490,Anticipation,Dry Skin,Poison Touch,44.4,1.3,Blue,Human-Like,NULL,Poison,Fighting
455,Carnivine,74,100,72,90,72,46,454,Levitate,NULL,NULL,27,1.4,Green,Grass,NULL,Grass,NULL
456,Finneon,49,49,56,49,61,66,330,Swift Swim,Storm Drain,Water Veil,7,0.4,Blue,Water 2,NULL,Water,NULL
457,Lumineon,69,69,76,69,86,91,460,Swift Swim,Storm Drain,Water Veil,24,1.2,Blue,Water 2,NULL,Water,NULL
458,Mantyke,45,20,50,60,120,50,345,Swift Swim,Water Absorb,NULL,65,1,Blue,Undiscovered,NULL,Water,Flying
459,Snover,60,62,50,62,60,40,334,Snow Warning,NULL,Soundproof,50.5,1,White,Monster,Grass,Grass,Ice
460,Abomasnow,90,92,75,92,85,60,494,Snow Warning,NULL,Soundproof,135.5,2.2,White,Monster,Grass,Grass,Ice
460.1,Abomasnow (Mega),90,132,105,132,105,30,594,Snow Warning,NULL,NULL,185,2.7,White,Monster,Grass,Grass,Ice
461,Weavile,70,120,65,45,85,125,510,Pressure,NULL,Pickpocket,34,1.1,Black,Field,NULL,Dark,Ice
462,Magnezone,70,70,115,130,90,60,535,Magnet Pull,Sturdy,Analytic,180,1.2,Gray,Mineral,NULL,Electric,Steel
463,Lickilicky,110,85,95,80,95,50,515,Own Tempo,Oblivious,Cloud Nine,140,1.7,Pink,Monster,NULL,Normal,NULL
464,Rhyperior,115,140,130,55,55,40,535,Lightningrod,Solid Rock,Reckless,282.8,2.4,Gray,Monster,Field,Ground,Rock
465,Tangrowth,100,100,125,110,50,50,535,Chlorophyll,Leaf Guard,Regenerator,128.6,2,Blue,Grass,NULL,Grass,NULL
466,Electivire,75,123,67,95,85,95,540,Motor Drive,NULL,Vital Spirit,138.6,1.8,Yellow,Human-Like,NULL,Electric,NULL
467,Magmortar,75,95,67,125,95,83,540,Flame Body,NULL,Vital Spirit,68,1.6,Red,Human-Like,NULL,Fire,NULL
468,Togekiss,85,50,95,120,115,80,545,Hustle,Serene Grace,Super Luck,38,1.5,White,Flying,Fairy,Fairy,Flying
469,Yanmega,86,76,86,116,56,95,515,Speed Boost,Tinted Lens,Frisk,51.5,1.9,Green,Bug,NULL,Bug,Flying
470,Leafeon,65,110,130,60,65,95,525,Leaf Guard,NULL,Chlorophyll,25.5,1,Green,Field,NULL,Grass,NULL
471,Glaceon,65,60,110,130,95,65,525,Snow Cloak,NULL,Ice Body,25.9,0.8,Blue,Field,NULL,Ice,NULL
472,Gliscor,75,95,125,45,75,95,510,Hyper Cutter,Sand Veil,Poison Heal,42.5,2,Purple,Bug,NULL,Ground,Flying
473,Mamoswine,110,130,80,70,60,80,530,Oblivious,Snow Cloak,Thick Fat,291,2.5,Brown,Field,NULL,Ice,Ground
474,Porygon-Z,85,80,70,135,75,90,535,Adaptability,Download,Analytic,34,0.9,Red,Mineral,NULL,Normal,NULL
475,Gallade,68,125,65,65,115,80,518,Steadfast,Sharpness,Justified,52,1.6,White,Amorphous,NULL,Psychic,Fighting
475.1,Gallade (Mega),68,165,95,65,115,110,618,Inner Focus,NULL,NULL,56.4,1.6,White,Amorphous,NULL,Psychic,Fighting
476,Probopass,60,55,145,75,150,40,525,Sturdy,Magnet Pull,Sand Force,340,1.4,Gray,Mineral,NULL,Rock,Steel
477,Dusknoir,45,100,135,65,135,45,525,Pressure,NULL,NULL,106.6,2.2,Black,Amorphous,NULL,Ghost,NULL
478,Froslass,70,80,70,80,70,110,480,Snow Cloak,NULL,Cursed Body,26.6,1.3,White,Fairy,Mineral,Ice,Ghost
479,Rotom,50,50,77,95,77,91,440,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Ghost
479.1,Rotom (Heat),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Fire
479.2,Rotom (Wash),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Water
479.3,Rotom (Frost),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Ice
479.4,Rotom (Fan),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Flying
479.5,Rotom (Mow),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Grass
480,Uxie,75,75,130,75,130,95,580,Levitate,NULL,NULL,0.3,0.3,Yellow,Undiscovered,NULL,Psychic,NULL
481,Mesprit,80,105,105,105,105,80,580,Levitate,NULL,NULL,0.3,0.3,Pink,Undiscovered,NULL,Psychic,NULL
482,Azelf,75,125,70,125,70,115,580,Levitate,NULL,NULL,0.3,0.3,Blue,Undiscovered,NULL,Psychic,NULL
483,Dialga (Altered),100,120,120,150,100,90,680,Pressure,NULL,Telepathy,683,5.4,White,Undiscovered,NULL,Steel,Dragon
483.1,Dialga (Origin),100,100,120,150,120,90,680,Pressure,NULL,Telepathy,850,7,White,Undiscovered,NULL,Steel,Dragon
484,Palkia (Altered),90,120,100,150,120,100,680,Pressure,NULL,Telepathy,336,4.2,Purple,Undiscovered,NULL,Water,Dragon
484.1,Palkia (Origin),90,100,100,150,120,120,680,Pressure,NULL,Telepathy,660,6.3,Purple,Undiscovered,NULL,Water,Dragon
485,Heatran,91,90,106,130,106,77,600,Flash Fire,NULL,Flame Body,430,1.7,Brown,Undiscovered,NULL,Fire,Steel
486,Regigigas,110,160,110,80,110,100,670,Slow Start,NULL,NULL,420,3.7,White,Undiscovered,NULL,Normal,NULL
487,Giratina (Altered),150,100,120,100,120,90,680,Pressure,NULL,Telepathy,750,4.5,Black,Undiscovered,NULL,Ghost,Dragon
487.1,Giratina (Origin),150,120,100,120,100,90,680,Levitate,NULL,NULL,650,6.9,Black,Undiscovered,NULL,Ghost,Dragon
488,Cresselia,120,70,110,75,120,85,580,Levitate,NULL,NULL,85.6,1.5,Yellow,Undiscovered,NULL,Psychic,NULL
489,Phione,80,80,80,80,80,80,480,Hydration,NULL,NULL,3.1,0.4,Blue,Water 1,Fairy,Water,NULL
490,Manaphy,100,100,100,100,100,100,600,Hydration,NULL,NULL,1.4,0.3,Blue,Water 1,Fairy,Water,NULL
491,Darkrai,70,90,90,135,90,125,600,Bad Dreams,NULL,NULL,50.5,1.5,Black,Undiscovered,NULL,Dark,NULL
492,Shaymin (Land),100,100,100,100,100,100,600,Natural Cure,NULL,NULL,2.1,0.2,Green,Undiscovered,NULL,Grass,NULL
492.1,Shaymin (Sky),100,103,75,120,75,127,600,Serene Grace,NULL,NULL,5.2,0.4,Green,Undiscovered,NULL,Grass,Flying
493,Arceus,120,120,120,120,120,120,720,Multitype,NULL,NULL,320,3.2,White,Undiscovered,NULL,Normal,NULL
494,Victini,100,100,100,100,100,100,600,Victory Star,NULL,NULL,4,0.4,Yellow,Undiscovered,NULL,Psychic,Fire
495,Snivy,45,45,55,45,55,63,308,Overgrow,NULL,Contrary,8.1,0.6,Green,Field,Grass,Grass,NULL
496,Servine,60,60,75,60,75,83,413,Overgrow,NULL,Contrary,16,0.8,Green,Field,Grass,Grass,NULL
497,Serperior,75,75,95,75,95,113,528,Overgrow,NULL,Contrary,63,3.3,Green,Field,Grass,Grass,NULL
498,Tepig,65,63,45,45,45,45,308,Blaze,NULL,Thick Fat,9.9,0.5,Red,Field,NULL,Fire,NULL
499,Pignite,90,93,55,70,55,55,418,Blaze,NULL,Thick Fat,55.5,1,Red,Field,NULL,Fire,Fighting
500,Emboar,110,123,65,100,65,65,528,Blaze,NULL,Reckless,150,1.6,Red,Field,NULL,Fire,Fighting
501,Oshawott,55,55,45,63,45,45,308,Torrent,NULL,Shell Armor,5.9,0.5,Blue,Field,NULL,Water,NULL
502,Dewott,75,75,60,83,60,60,413,Torrent,NULL,Shell Armor,24.5,0.8,Blue,Field,NULL,Water,NULL
503,Samurott,95,100,85,108,70,70,528,Torrent,NULL,Shell Armor,94.6,1.5,Blue,Field,NULL,Water,NULL
503.1,Samurott (Hisuian),90,108,80,100,65,85,528,Torrent,NULL,Sharpness,58.2,1.5,Blue,Field,NULL,Water,Dark
504,Patrat,45,55,39,35,39,42,255,Run Away,Keen Eye,Analytic,11.6,0.5,Brown,Field,NULL,Normal,NULL
505,Watchog,60,85,69,60,69,77,420,Illuminate,Keen Eye,Analytic,27,1.1,Brown,Field,NULL,Normal,NULL
506,Lillipup,45,60,45,25,45,55,275,Vital Spirit,Pickup,Run Away,4.1,0.4,Brown,Field,NULL,Normal,NULL
507,Herdier,65,80,65,35,65,60,370,Intimidate,Sand Rush,Scrappy,14.7,0.9,Gray,Field,NULL,Normal,NULL
508,Stoutland,85,110,90,45,90,80,500,Intimidate,Sand Rush,Scrappy,61,1.2,Gray,Field,NULL,Normal,NULL
509,Purrloin,41,50,37,50,37,66,281,Limber,Unburden,Prankster,10.1,0.4,Purple,Field,NULL,Dark,NULL
510,Liepard,64,88,50,88,50,106,446,Limber,Unburden,Prankster,37.5,1.1,Purple,Field,NULL,Dark,NULL
511,Pansage,50,53,48,53,48,64,316,Gluttony,NULL,Overgrow,10.5,0.6,Green,Field,NULL,Grass,NULL
512,Simisage,75,98,63,98,63,101,498,Gluttony,NULL,Overgrow,30.5,1.1,Green,Field,NULL,Grass,NULL
513,Pansear,50,53,48,53,48,64,316,Gluttony,NULL,Blaze,11,0.6,Red,Field,NULL,Fire,NULL
514,Simisear,75,98,63,98,63,101,498,Gluttony,NULL,Blaze,28,1,Red,Field,NULL,Fire,NULL
515,Panpour,50,53,48,53,48,64,316,Gluttony,NULL,Torrent,13.5,0.6,Blue,Field,NULL,Water,NULL
516,Simipour,75,98,63,98,63,101,498,Gluttony,NULL,Torrent,29,1,Blue,Field,NULL,Water,NULL
517,Munna,76,25,45,67,55,24,292,Forewarn,Synchronize,Telepathy,23.3,0.6,Pink,Field,NULL,Psychic,NULL
518,Musharna,116,55,85,107,95,29,487,Forewarn,Synchronize,Telepathy,60.5,1.1,Pink,Field,NULL,Psychic,NULL
519,Pidove,50,55,50,36,30,43,264,Big Pecks,Super Luck,Rivalry,2.1,0.3,Gray,Flying,NULL,Normal,Flying
520,Tranquill,62,77,62,50,42,65,358,Big Pecks,Super Luck,Rivalry,15,0.6,Gray,Flying,NULL,Normal,Flying
521,Unfezant,80,115,80,65,55,93,488,Big Pecks,Super Luck,Rivalry,29,1.2,Gray,Flying,NULL,Normal,Flying
522,Blitzle,45,60,32,50,32,76,295,Lightningrod,Motor Drive,Sap Sipper,29.8,0.8,Black,Field,NULL,Electric,NULL
523,Zebstrika,75,100,63,80,63,116,497,Lightningrod,Motor Drive,Sap Sipper,79.5,1.6,Black,Field,NULL,Electric,NULL
524,Roggenrola,55,75,85,25,25,15,280,Sturdy,Weak Armor,Sand Force,18,0.4,Blue,Mineral,NULL,Rock,NULL
525,Boldore,70,105,105,50,40,20,390,Sturdy,Weak Armor,Sand Force,102,0.9,Blue,Mineral,NULL,Rock,NULL
526,Gigalith,85,135,130,60,80,25,515,Sturdy,Sand Stream,Sand Force,260,1.7,Blue,Mineral,NULL,Rock,NULL
527,Woobat,65,45,43,55,43,72,323,Unaware,Klutz,Simple,2.1,0.4,Blue,Field,Flying,Psychic,Flying
528,Swoobat,67,57,55,77,55,114,425,Unaware,Klutz,Simple,10.5,0.9,Blue,Field,Flying,Psychic,Flying
529,Drilbur,60,85,40,30,45,68,328,Sand Rush,Sand Force,Mold Breaker,8.5,0.3,Gray,Field,NULL,Ground,NULL
530,Excadrill,110,135,60,50,65,88,508,Sand Rush,Sand Force,Mold Breaker,40.4,0.7,Gray,Field,NULL,Ground,Steel
531,Audino,103,60,86,60,86,50,445,Healer,Regenerator,Klutz,31,1.1,Pink,Fairy,NULL,Normal,NULL
531.1,Audino (Mega),103,60,126,80,126,50,545,Healer,NULL,NULL,32,1.5,White,Fairy,NULL,Normal,Fairy
532,Timburr,75,80,55,25,35,35,305,Guts,Sheer Force,Iron Fist,12.5,0.6,Gray,Human-Like,NULL,Fighting,NULL
533,Gurdurr,85,105,85,40,50,40,405,Guts,Sheer Force,Iron Fist,40,1.2,Gray,Human-Like,NULL,Fighting,NULL
534,Conkeldurr,105,140,95,55,65,45,505,Guts,Sheer Force,Iron Fist,87,1.4,Brown,Human-Like,NULL,Fighting,NULL
535,Tympole,50,50,40,50,40,64,294,Swift Swim,Hydration,Water Absorb,4.5,0.5,Blue,Water 1,NULL,Water,NULL
536,Palpitoad,75,65,55,65,55,69,384,Swift Swim,Hydration,Water Absorb,17,0.8,Blue,Water 1,NULL,Water,Ground
537,Seismitoad,105,95,75,85,75,74,509,Swift Swim,Poison Touch,Water Absorb,62,1.5,Blue,Water 1,NULL,Water,Ground
538,Throh,120,100,85,30,85,45,465,Guts,Inner Focus,Mold Breaker,55.5,1.3,Red,Human-Like,NULL,Fighting,NULL
539,Sawk,75,125,75,30,75,85,465,Sturdy,Inner Focus,Mold Breaker,51,1.4,Blue,Human-Like,NULL,Fighting,NULL
540,Sewaddle,45,53,70,40,60,42,310,Swarm,Chlorophyll,Overcoat,2.5,0.3,Yellow,Bug,NULL,Bug,Grass
541,Swadloon,55,63,90,50,80,42,380,Leaf Guard,Chlorophyll,Overcoat,7.3,0.5,Green,Bug,NULL,Bug,Grass
542,Leavanny,75,103,80,70,80,92,500,Swarm,Chlorophyll,Overcoat,20.5,1.2,Yellow,Bug,NULL,Bug,Grass
543,Venipede,30,45,59,30,39,57,260,Poison Point,Swarm,Quick Feet,5.3,0.4,Red,Bug,NULL,Bug,Poison
544,Whirlipede,40,55,99,40,79,47,360,Poison Point,Swarm,Quick Feet,58.5,1.2,Gray,Bug,NULL,Bug,Poison
545,Scolipede,60,100,89,55,69,112,485,Poison Point,Swarm,Quick Feet,200.5,2.5,Red,Bug,NULL,Bug,Poison
546,Cottonee,40,27,60,37,50,66,280,Prankster,Infiltrator,Chlorophyll,0.6,0.3,Green,Grass,Fairy,Grass,Fairy
547,Whimsicott,60,67,85,77,75,116,480,Prankster,Infiltrator,Chlorophyll,6.6,0.7,Green,Grass,Fairy,Grass,Fairy
548,Petilil,45,35,50,70,50,30,280,Chlorophyll,Own Tempo,Leaf Guard,6.6,0.5,Green,Grass,NULL,Grass,NULL
549,Lilligant,70,60,75,110,75,90,480,Chlorophyll,Own Tempo,Leaf Guard,16.3,1.1,Green,Grass,NULL,Grass,NULL
549.1,Lilligant (Hisuian),70,105,75,50,75,105,480,Chlorophyll,Hustle,Leaf Guard,19.2,1.2,Green,Grass,NULL,Grass,Fighting
550,Basculin (Red-Striped),70,92,65,80,55,98,460,Reckless,Adaptability,Mold Breaker,18,1,Green,Water 2,NULL,Water,NULL
550.1,Basculin (Blue-STriped),70,92,65,80,55,98,460,Rock Head,Adaptability,Mold Breaker,18,1,Green,Water 2,NULL,Water,NULL
550.2,Basculin (Hisuian),70,92,65,80,55,98,460,Rattled,Adaptability,Mold Breaker,18,1,Green,Water 2,NULL,Water,NULL
551,Sandile,50,72,35,35,35,65,292,Intimidate,Moxie,Anger Point,15.2,0.7,Brown,Field,NULL,Ground,Dark
552,Krokorok,60,82,45,45,45,74,351,Intimidate,Moxie,Anger Point,33.4,1,Brown,Field,NULL,Ground,Dark
553,Krookodile,95,117,80,65,70,92,519,Intimidate,Moxie,Anger Point,96.3,1.5,Red,Field,NULL,Ground,Dark
554,Darumaka,70,90,45,15,45,50,315,Hustle,NULL,Inner Focus,37.5,0.6,Red,Field,NULL,Fire,NULL
554.1,Darumaka (Galarian),70,90,45,15,45,50,315,Hustle,NULL,Inner Focus,40,0.7,White,Field,NULL,Ice,NULL
555,Darmanitan,105,140,55,30,55,95,480,Sheer Force,NULL,Zen Mode,92.9,1.3,Red,Field,NULL,Fire,NULL
555.1,Darmanitan (Zen Mode),105,30,105,140,105,55,540,,NULL,Zen Mode,92.9,1.3,Blue,Field,NULL,Fire,Psychic
555.2,Darmanitan (Galarian),105,140,55,30,55,95,480,Gorilla Tactics,NULL,Zen Mode,120,1.7,White,Field,NULL,Ice,NULL
555.3,"Darmanitan (Galarian, Zen Mode)",105,160,55,30,55,135,540,Gorilla Tactics,NULL,Zen Mode,120,1.7,White,Field,NULL,Ice,Fire
556,Maractus,75,86,67,106,67,60,461,Water Absorb,Chlorophyll,Storm Drain,28,1,Green,Grass,NULL,Grass,NULL
557,Dwebble,50,65,85,35,35,55,325,Sturdy,Shell Armor,Weak Armor,14.5,0.3,Red,Bug,Mineral,Bug,Rock
558,Crustle,70,105,125,65,75,45,485,Sturdy,Shell Armor,Weak Armor,200,1.4,Red,Bug,Mineral,Bug,Rock
559,Scraggy,50,75,70,35,70,48,348,Shed Skin,Moxie,Intimidate,11.8,0.6,Yellow,Field,Dragon,Dark,Fighting
560,Scrafty,65,90,115,45,115,58,488,Shed Skin,Moxie,Intimidate,30,1.1,Red,Field,Dragon,Dark,Fighting
