iter	Passed	Remaining
525	5258995	4739094
526	5268017	4728220
527	5280226	4720202
528	5289333	4709406
529	5298930	4699051
530	5309998	4689998
531	5319191	4679288
532	5331418	4671243
533	5342938	4662564
534	5352539	4652206
535	5362539	4642197
536	5372287	4631972
537	5384201	4623608
538	5394863	4614159
539	5403822	4603256
540	5415584	4594738
541	5426130	4585180
542	5437598	4576395
543	5448430	4567066
544	5460662	4558901
545	5472301	4550228
546	5483158	4540897
547	5492291	4530138
548	5502893	4520592
549	5513337	4510912
550	5522643	4500302
551	5531915	4489670
552	5541480	4479279
553	5551780	4469484
554	5562807	4460268
555	5574916	4451911
556	5584953	4441893
557	5596300	4432911
558	5606588	4423086
559	5615023	4411804
560	5625705	4402290
561	5637329	4393505
562	5648791	4384586
563	5659636	4375179
564	5671790	4366776
565	5682848	4357519
566	5694420	4348649
567	5705043	4339047
568	5713977	4328162
569	5724698	4318632
570	5735196	4308930
571	5747127	4300297
572	5756550	4289785
573	5764968	4278530
574	5776731	4269758
575	5788665	4261101
576	5800092	4252060
577	5809977	4241886
578	5822042	4233298
579	5832165	4223292
580	5841370	4212623
581	5853557	4204101
582	5865670	4195513
583	5878134	4187164
584	5888029	4176978
585	5897358	4166393
586	5907653	4156492
587	5918069	4146674
588	5926694	4135605
589	5937650	4126163
590	5948948	4116954
591	5957868	4106098
592	5969925	4097402
593	5979856	4087242
594	5988673	4076324
595	5996427	4064692
596	6006312	4054512
597	6015295	4043727
598	6027023	4034785
599	6037127	4024751
600	6047437	4014854
601	6059713	4006256
602	6070668	3996774
603	6081307	3987082
604	6092212	3977560
605	6102212	3967444
606	6111677	3956984
607	6121377	3946677
608	6131152	3936421
609	6142637	3927259
610	6151225	3916246
611	6163389	3907508
612	6172005	3896518
613	6181454	3886060
614	6191848	3876197
615	6202271	3866351
616	6212987	3856684
617	6222882	3846506
618	6233444	3836740
619	6243105	3826419
620	6253479	3816535
621	6264513	3807051
622	6274946	3797198
623	6284949	3787084
624	6294516	3776710
625	6304892	3766820
626	6317034	3757980
627	6326231	3747385
628	6337707	3738138
629	6346991	3727597
630	6356434	3717154
631	6367557	3707691
632	6376296	3696841
633	6385580	3686312
634	6396378	3676658
635	6406802	3666786
636	6418527	3657653
637	6429460	3648063
638	6440642	3638610
639	6449281	3627720
640	6460068	3618041
641	6469755	3607745
642	6480214	3597879
643	6489202	3587198
644	6497890	3576358
645	6508001	3566304
646	6518785	3556617
647	6528474	3546332
648	6539234	3536627
649	6550817	3527363
650	6560303	3516967
651	6571894	3507698
652	6579722	3496422
653	6591002	3486982
654	6600689	3476699
655	6611236	3466867
656	6621964	3457128
657	6633008	3447551
658	6643664	3437768
659	6653305	3427460
660	6661095	3416204
661	6672706	3406910
662	6684259	3397580
663	6691515	3386068
664	6701288	3375837
665	6711842	3365999
666	6720449	3355186
667	6731815	3345752
668	6741645	3335552
669	6751862	3325544
670	6762848	3315912
671	6774990	3306840
672	6785775	3297100
673	6798130	3288116
674	6809116	3278463
675	6819849	3268685
676	6830006	3258629
677	6842236	3249557
678	6853905	3240211
679	6865564	3230854
680	6875724	3220787
681	6887387	3211421
682	6898816	3201939
683	6909041	3191896
684	6920522	3182430
685	6929058	3171609
686	6940232	3161997
687	6950276	3151869
688	6960581	3141859
689	6971933	3132317
690	6983285	3122771
691	6992747	3112378
692	7002528	3102130
693	7013218	3092283
694	7022370	3081759
695	7034944	3072734
696	7046374	3063201
697	7056655	3053165
698	7066551	3042964
699	7076307	3032703
700	7088873	3023642
701	7098540	3013340
702	7109605	3003631
703	7118447	2992983
704	7130304	2983602
705	7140763	2973632
706	7149448	2962925
707	7160345	2953136
708	7172881	2944017
709	7180887	2933038
710	7192899	2923696
711	7203687	2913850
712	7214359	2903956
713	7226526	2894658
714	7236537	2884493
715	7246903	2874470
716	7255994	2863941
717	7268199	2854640
718	7279182	2844854
719	7288295	2834337
720	7297567	2823885
721	7308461	2814061
722	7318488	2803902
723	7329503	2794120
724	7341232	2784605
725	7352445	2774889
726	7362028	2764557
727	7370549	2753831
728	7381795	2744124
729	7392036	2734040
730	7402659	2724097
731	7414899	2714744
732	7426433	2705126
733	7436710	2695047
734	7444532	2684083
735	7455864	2674386
736	7464596	2663756
737	7473245	2653103
738	7484173	2643260
739	7492839	2632619
740	7502057	2622176
741	7513111	2612375
742	7523620	2602382
743	7532302	2591759
744	7544091	2582205
745	7554392	2572138
746	7565285	2562271
747	7575984	2552336
748	7587340	2542619
749	7598376	2532792
750	7607959	2522479
751	7617806	2512255
752	7626958	2501804
753	7637262	2491732
754	7647424	2481614
755	7657164	2471359
756	7667848	2461409
757	7680157	2451976
758	7690889	2442034
759	7700227	2431650
760	7710537	2421574
761	7722234	2411931
762	7733917	2402278
763	7742997	2391815
764	7755269	2382337
765	7765307	2372169
766	7776899	2362473
767	7788030	2352634
768	7796641	2342033
769	7808932	2332538
770	7819335	2322474
771	7830048	2312501
772	7840965	2302586
773	7853610	2293173
774	7866306	2283766
775	7876056	2273500
776	7885645	2263190
777	7894877	2252780
778	7907148	2243234
779	7919186	2233616
780	7929474	2223501
781	7940228	2213516
782	7950371	2203359
783	7962446	2193735
784	7973402	2183798
785	7985736	2174233
786	7994942	2163815
787	8006421	2154011
788	8017931	2144212
789	8029469	2134415
790	8041530	2124753
791	8050327	2114227
792	8059275	2103745
793	8069055	2093482
794	8080581	2083671
795	8091199	2073624
796	8100809	2063317
797	8110846	2053121
798	8121722	2043136
799	8133003	2033250
800	8144370	2023382
801	8153167	2012876
802	8164369	2002964
803	8174151	1992703
804	8184364	1982547
805	8195266	1972557
806	8206398	1962620
807	8216709	1952485
808	8227748	1942521
809	8238290	1932438
810	8249564	1922524
811	8260380	1912501
812	8269807	1902157
813	8281999	1892447
814	8290480	1881888
815	8300079	1871586
816	8310758	1861528
817	8321465	1851475
818	8333807	1841781
819	8343716	1831547
820	8354568	1821519
821	8365708	1811552
822	8376140	1801429
823	8385337	1791043
824	8394946	1780746
825	8404852	1770513
826	8416517	1760650
827	8426431	1750418
828	8437963	1740520
829	8447702	1730252
830	8457884	1720075
831	8470073	1710303
832	8480081	1700088
833	8491015	1690058
834	8500837	1679806
835	8509414	1669311
836	8520491	1659307
837	8530915	1649174
838	8541012	1638978
839	8550033	1628577
840	8562982	1618922
841	8572848	1608681
842	8583682	1598621
843	8595540	1588749
844	8606133	1578639
845	8616140	1568422
846	8628104	1558559
847	8637092	1548158
848	8647785	1538063
849	8659832	1528205
850	8669839	1517986
851	8681418	1508039
852	8691446	1497822
853	8702505	1487781
854	8710900	1477287
855	8721728	1467206
856	8733192	1457230
857	8745163	1447334
858	8755983	1437245
859	8767467	1427262
860	8776774	1416924
861	8785187	1406445
862	8796248	1396391
863	8805887	1386111
864	8814630	1375693
865	8824968	1365526
866	8835573	1355399
867	8843782	1344907
868	8854700	1334828
869	8865893	1324788
870	8875634	1314531
871	8885561	1304302
872	8895486	1294074
873	8906303	1283975
874	8916718	1273816
875	8929304	1263965
876	8941636	1254072
877	8951867	1243881
878	8960353	1233450
879	8971542	1223392
880	8980973	1213094
881	8991690	1202969
882	9002706	1192884
883	9013027	1182704
884	9023425	1172535
885	9034245	1162419
886	9043463	1152098
887	9054394	1141995
888	9065518	1131915
889	9075519	1121693
890	9087472	1111710
891	9096846	1101411
892	9108208	1091353
893	9119112	1081237
894	9128010	1070883
895	9137733	1060629
896	9147436	1050374
897	9156327	1040028
898	9166266	1029803
899	9175254	1019472
900	9184076	1009127
901	9195055	999019
902	9204354	988729
903	9214208	978499
904	9221659	968019
905	9233209	957970
906	9245268	947971
907	9253505	937579
908	9263969	927416
909	9274043	917213
910	9283917	906990
911	9296102	896992
912	9305401	886714
913	9316208	876579
914	9326606	866406
915	9336914	856223
916	9349000	846201
917	9360629	836134
918	9371180	825969
919	9381865	815814
920	9391367	805557
921	9400048	795231
922	9410400	785049
923	9421140	774899
924	9430138	764605
925	9441777	754526
926	9451354	744281
927	9461625	734091
928	9473114	723994
929	9483931	713844
930	9494988	703710
931	9505054	693501
932	9512893	683133
933	9524385	673029
934	9534778	662845
935	9545004	652649
936	9556519	642540
937	9566375	632319
938	9575892	622076
939	9586031	611874
940	9595042	601602
941	9606566	591487
942	9618068	581367
943	9629297	571229
944	9641244	561130
945	9652235	550973
946	9662741	540786
947	9672520	530560
948	9684713	520464
949	9695722	510301
950	9705270	500061
951	9716792	489922
952	9727086	479719
953	9736313	469465
954	9746687	459268
955	9759431	449178
956	9769837	438979
957	9780688	428798
958	9792622	418662
959	9801535	408397
960	9812198	398205
961	9822559	388001
962	9830880	377718
963	9840338	367481
964	9850690	357278
965	9862242	347118
966	9870487	336841
967	9880590	326631
968	9889511	316382
969	9898844	306149
970	9909818	295967
971	9919369	285743
972	9928990	275521
973	9940054	265340
974	9950762	255147
975	9960421	244928
976	9969216	234689
977	9980037	224499
978	9990236	214295
979	9999812	204077
980	10010730	193887
981	10020778	183680
982	10030812	173472
983	10042412	163291
984	10054425	153113
985	10065787	142921
986	10076935	132725
987	10089389	122543
988	10099305	112327
989	10109522	102116
990	10120542	91912
991	10131371	81704
992	10142937	71501
993	10154517	61294
994	10164048	51075
995	10176623	40869
996	10185687	30649
997	10197020	20434
998	10209859	10220
999	10221213	0
