iter	Passed	Remaining
338	3385502	6601230
339	3394719	6589749
340	3406635	6583498
341	3416194	6572678
342	3423572	6557687
343	3435718	6551835
344	3445570	6541589
345	3454736	6530051
346	3464917	6520435
347	3475190	6510988
348	3485827	6502216
349	3494482	6489753
350	3506371	6483290
351	3517625	6475628
352	3528431	6467124
353	3538142	6456610
354	3548941	6448076
355	3561563	6442827
356	3570128	6430232
357	3580264	6420475
358	3591548	6412764
359	3600137	6400244
360	3609770	6389593
361	3618409	6377197
362	3627313	6365285
363	3638264	6356967
364	3649600	6349305
365	3659312	6338809
366	3671354	6332335
367	3678904	6318119
368	3690124	6310213
369	3700550	6300936
370	3711537	6292607
371	3722602	6284393
372	3733165	6275321
373	3743391	6265676
374	3753438	6255731
375	3763183	6245282
376	3773994	6236601
377	3785472	6229005
378	3794923	6218067
379	3806730	6210981
380	3817549	6202264
381	3826941	6191230
382	3836393	6180299
383	3847454	6171958
384	3857706	6162310
385	3867820	6152439
386	3877101	6141248
387	3888524	6133445
388	3898660	6123602
389	3910045	6115712
390	3921116	6107313
391	3931218	6097400
392	3941314	6087475
393	3950433	6076047
394	3962477	6069110
395	3972494	6059057
396	3981360	6047255
397	3990921	6036520
398	4001734	6027675
399	4011911	6017867
400	4022950	6009345
401	4034255	6001206
402	4043969	5990694
403	4052531	5978486
404	4060136	5964892
405	4072039	5957614
406	4081387	5946591
407	4092200	5937702
408	4103222	5929105
409	4114151	5920364
410	4125457	5912151
411	4137566	5905071
412	4146930	5894064
413	4156710	5883653
414	4166917	5873847
415	4178719	5866278
416	4188573	5855967
417	4197745	5844708
418	4207830	5834723
419	4218760	5825907
420	4228664	5815668
421	4238266	5805018
422	4248963	5795866
423	4258987	5785794
424	4269729	5776692
425	4280229	5767258
426	4290224	5757139
427	4299958	5746672
428	4310176	5736854
429	4318218	5724149
430	4327703	5713372
431	4338268	5704019
432	4349975	5696157
433	4358289	5683852
434	4364643	5669020
435	4374050	5658175
436	4384044	5648094
437	4394807	5638999
438	4403578	5627351
439	4411846	5615077
440	4422000	5605211
441	4431701	5594773
442	4442152	5585280
443	4452697	5575900
444	4463780	5567187
445	4473672	5556983
446	4484872	5548399
447	4494659	5538062
448	4505213	5528669
449	4517001	5520779
450	4527144	5510869
451	4536745	5500302
452	4545841	5489128
453	4555210	5478292
454	4566800	5470124
455	4576648	5459861
456	4586776	5449933
457	4596994	5440111
458	4608586	5431906
459	4620163	5423669
460	4629936	5413310
461	4640726	5404135
462	4650858	5394192
463	4660243	5383384
464	4671969	5375276
465	4683107	5366479
466	4693123	5356391
467	4701279	5344189
468	4711397	5334226
469	4721316	5324037
470	4731966	5314671
471	4743102	5305843
472	4753683	5296387
473	4765250	5288020
474	4777299	5280173
475	4787921	5270737
476	4800251	5263168
477	4810604	5253421
478	4821027	5243748
479	4833232	5236002
480	4843405	5226044
481	4852496	5214923
482	4862844	5205156
483	4873405	5195613
484	4883046	5185090
485	4893683	5175623
486	4904631	5166480
487	4914374	5156065
488	4924017	5145547
489	4932521	5133848
490	4943455	5124682
491	4953189	5114269
492	4963993	5104958
493	4975545	5096408
494	4985366	5086081
495	4996902	5077497
496	5006300	5066738
497	5014849	5055129
498	5024483	5044621
499	5034550	5034550
500	5046901	5026754
501	5057868	5017566
502	5065649	5005224
503	5075733	4995166
504	5085563	4984859
505	5098417	4977506
506	5109841	4968741
507	5120438	4959164
508	5129833	4948424
509	5138340	4936836
510	5148975	4927297
511	5159748	4917885
512	5170726	4908662
513	5182716	4900389
514	5191686	4889258
515	5200888	4878352
516	5211441	4868715
517	5220702	4857873
518	5229908	4846986
519	5239293	4836270
520	5248713	4825593
521	5260314	4816916
522	5271412	4807769
523	5283277	4799313
524	5293039	4788940
525	5304425	4780033
526	5316296	4771552
527	5327149	4762148
528	5338916	4753553
529	5350321	4744624
530	5360695	4734775
531	5370606	4724518
532	5382382	4715896
533	5394790	4707813
534	5405512	4698249
535	5414180	4686902
536	5425174	4677571
537	5435360	4667539
538	5444215	4656370
539	5454390	4646332
540	5464531	4636265
541	5475624	4627003
542	5488288	4619056
543	5499728	4610066
544	5510468	4600483
545	5522549	4592010
546	5535115	4583925
547	5544101	4572871
548	5553234	4561946
549	5565170	4553321
550	5576309	4544034
551	5587132	4534484
552	5597023	4524176
553	5606780	4513761
554	5618540	4504955
555	5629256	4495305
556	5640203	4485834
557	5651126	4476340
558	5661665	4466537
559	5671138	4455894
560	5680263	4444983
561	5691008	4435341
562	5702487	4426264
563	5711944	4415616
564	5723304	4406438
565	5734079	4396803
566	5746419	4388359
567	5757116	4378652
568	5767342	4368584
569	5779818	4360214
570	5790498	4350479
571	5799961	4339831
572	5809583	4329305
573	5818424	4318203
574	5829253	4308578
575	5838697	4297929
576	5848609	4287628
577	5859920	4278350
578	5872042	4269654
579	5880559	4258335
580	5892200	4249280
581	5903412	4239908
582	5912307	4228871
583	5921925	4218358
584	5931219	4207617
585	5943848	4199237
586	5955373	4190067
587	5965515	4179918
588	5976947	4170671
589	5986299	4159970
590	5994154	4148238
591	6004698	4138373
592	6015464	4128657
593	6024386	4117678
594	6034844	4107751
595	6044179	4097060
596	6055745	4087881
597	6066137	4077905
598	6076231	4067727
599	6087091	4058061
600	6096666	4047537
601	6108059	4038218
602	6118362	4028175
603	6131001	4019663
604	6142783	4010577
605	6151237	3999319
606	6161448	3989208
607	6170219	3978167
608	6180053	3967817
609	6191308	3958377
610	6201300	3948127
611	6209777	3936917
612	6220704	3927263
613	6231021	3917221
614	6239868	3906259
615	6251908	3897293
616	6259787	3885735
617	6267387	3874016
618	6277936	3864125
619	6290279	3855332
620	6299143	3844404
621	6311218	3835434
622	6322792	3826152
623	6334234	3816782
624	6345517	3807310
625	6356811	3797839
626	6367844	3788207
627	6378087	3778102
628	6389246	3768537
629	6399038	3758165
630	6411190	3749174
631	6421077	3738855
632	6433169	3729815
633	6442868	3719384
634	6451041	3708079
635	6461127	3697877
636	6471906	3688072
637	6481218	3677431
638	6491497	3667340
639	6501194	3656921
640	6510809	3646459
641	6520652	3636126
642	6530796	3625963
643	6538305	3614342
644	6549240	3604620
645	6557607	3593487
646	6569214	3584131
647	6579751	3574185
648	6590123	3564149
649	6601229	3554508
650	6612810	3545116
651	6624394	3535719
652	6636295	3526484
653	6647387	3516813
654	6658222	3507002
655	6669087	3497204
656	6679366	3487097
657	6688779	3476538
658	6698263	3466021
659	6707508	3455383
660	6717913	3445344
661	6728121	3435204
662	6738491	3425145
663	6749179	3415247
664	6761127	3405981
665	6771981	3396158
666	6783190	3386510
667	6793011	3376167
668	6803819	3366314
669	6813756	3356029
670	6825796	3346776
671	6837896	3337544
672	6848273	3327467
673	6860448	3318258
674	6869662	3307615
675	6881184	3298082
676	6891118	3287786
677	6902521	3278188
678	6912946	3268123
679	6924742	3258702
680	6936661	3249331
681	6947417	3239411
682	6958000	3229408
683	6967148	3218741
684	6976841	3208328
685	6987993	3198585
686	6996777	3187760
687	7007126	3177650
688	7016688	3167184
689	7028272	3157629
690	7039070	3147717
691	7049803	3137773
692	7061777	3128377
693	7070241	3117426
694	7080359	3107208
695	7090633	3097058
696	7100151	3086579
697	7109178	3075890
698	7119298	3065678
699	7130861	3056083
700	7143123	3046781
701	7153736	3036771
702	7164143	3026672
703	7173534	3016145
704	7184206	3006157
705	7194916	2996183
706	7205720	2986246
707	7218307	2977042
708	7228512	2966850
709	7240453	2957368
710	7252309	2947844
711	7260498	2936830
712	7270753	2926656
713	7281590	2916715
714	7291492	2906398
715	7299096	2895172
716	7307578	2884302
717	7316888	2873764
718	7327402	2863699
719	7339200	2854133
720	7349936	2844150
721	7360882	2834245
722	7370905	2823984
723	7379944	2813349
724	7389809	2803031
725	7400711	2793105
726	7409357	2782331
727	7419596	2772156
728	7429300	2761783
729	7438101	2751078
730	7447709	2740675
731	7457633	2730390
732	7467382	2720042
733	7476409	2709434
734	7488181	2699820
735	7498780	2689779
736	7509346	2679725
737	7518176	2669054
738	7527986	2658734
739	7538712	2648736
740	7548681	2638473
741	7558822	2628269
742	7571410	2618913
743	7581356	2608638
744	7591404	2598400
745	7603323	2588799
746	7615264	2579199
747	7624570	2568705
748	7636593	2559125
749	7645687	2548562
750	7657497	2538904
751	7666246	2528230
752	7676520	2518061
753	7685349	2507421
754	7697113	2497738
755	7709093	2488119
756	7719219	2477899
757	7727802	2467187
758	7737533	2456845
759	7746063	2446125
760	7756280	2435940
761	7767024	2425921
762	7776877	2415622
763	7787032	2405418
764	7797971	2395455
765	7809266	2385598
766	7820475	2375711
767	7832381	2366031
768	7843300	2356049
769	7854307	2346091
770	7864902	2336008
771	7875707	2325986
772	7885826	2315760
773	7894194	2305023
774	7903957	2294697
775	7914662	2284644
776	7924809	2274430
777	7933901	2263915
778	7945927	2254236
779	7953982	2243430
780	7965201	2233520
781	7974503	2223071
782	7983968	2212670
783	7992119	2201910
784	8000309	2191167
785	8012315	2181470
786	8022530	2171282
787	8033374	2161263
788	8044689	2151368
789	8053672	2140849
790	8060942	2129882
791	8070917	2119634
792	8079644	2109062
793	8090534	2099055
794	8101947	2089181
795	8112314	2079035
796	8122045	2068726
797	8133343	2058816
798	8145883	2049214
799	8155089	2038772
800	8167000	2029005
801	8177255	2018823
802	8188007	2008763
803	8200242	1999064
804	8209143	1988550
805	8219265	1978334
806	8229107	1968051
807	8241274	1958322
808	8252557	1948378
809	8262106	1938024
810	8270996	1927519
811	8280457	1917150
812	8291885	1907235
813	8302045	1897027
814	8313714	1887162
815	8325689	1877361
816	8336845	1867371
817	8347875	1857351
818	8358121	1847155
819	8368978	1837092
820	8378751	1826792
821	8391229	1817078
822	8401915	1806973
823	8411706	1796675
824	8422473	1786585
825	8434536	1776766
826	8442635	1766113
827	8453488	1756038
828	8463743	1745838
829	8473569	1735550
830	8485834	1725759
831	8495084	1715353
832	8504389	1704961
833	8514555	1694743
834	8524285	1684439
835	8533699	1674074
836	8543765	1663839
837	8555170	1653863
838	8566183	1643808
839	8578135	1633930
840	8586900	1623444
841	8597643	1613334
842	8606776	1602922
843	8617300	1592771
844	8626223	1582324
845	8637638	1572336
846	8648736	1562286
847	8659702	1552210
848	8671121	1542213
849	8680956	1531933
850	8690348	1521576
851	8700076	1511280
852	8708357	1500736
853	8717007	1490261
854	8727004	1480018
855	8738146	1469968
856	8745879	1459347
857	8753383	1448695
858	8762985	1438394
859	8771991	1427998
860	8782642	1417871
861	8791586	1407469
862	8802357	1397361
863	8813126	1387251
864	8823148	1377023
865	8833891	1366906
866	8844236	1356728
867	8855843	1346741
868	8865894	1336515
869	8876513	1326375
870	8886355	1316119
871	8896778	1305949
872	8907999	1295894
873	8917215	1285548
874	8927814	1275402
875	8939678	1265433
876	8949193	1255132
877	8958220	1244764
878	8968795	1234612
879	8979950	1224538
880	8991096	1214461
881	9002197	1204375
882	9012688	1194206
883	9024858	1184257
884	9036300	1174208
885	9045442	1163860
886	9053046	1153319
887	9062628	1143034
888	9072943	1132842
889	9085374	1122911
890	9096003	1112754
891	9107553	1102708
892	9118601	1092598
893	9129522	1082471
894	9141966	1072521
895	9154225	1062544
896	9164424	1052325
897	9175098	1042160
898	9183979	1031793
899	9194722	1021635
900	9206580	1011599
901	9217547	1001463
902	9229637	991445
903	9241769	981426
904	9251645	971167
905	9262530	961013
906	9270055	950512
907	9279188	940182
908	9290187	930040
909	9299810	919761
910	9309011	909442
911	9319179	899219
912	9331099	889162
913	9341851	878992
914	9351670	868734
915	9361882	858513
916	9372908	848365
917	9384393	838257
918	9391922	827797
919	9403297	817678
920	9412198	807343
921	9420140	796931
922	9430203	786701
923	9442347	776643
924	9451874	766368
925	9459950	755978
926	9470574	745794
927	9481506	735634
928	9489197	725223
929	9499980	715052
930	9508203	704689
931	9518853	694508
932	9528061	684223
933	9537646	673966
934	9547527	663731
935	9558883	653598
936	9567190	643258
937	9578068	633091
938	9586403	622758
939	9598400	612663
940	9610257	602556
941	9618796	592240
942	9630358	582110
943	9642564	572016
944	9650912	561693
945	9662941	551584
946	9673901	541411
947	9684090	531194
948	9693633	520943
949	9702673	510667
950	9711695	500392
951	9723658	490268
952	9731862	479955
953	9742719	469774
954	9754092	459616
955	9764863	449428
956	9773331	439136
957	9784169	428951
958	9795026	418765
959	9804282	408511
960	9814879	398314
961	9826834	388170
962	9836033	377916
963	9847436	367746
964	9859586	357601
965	9870323	347402
966	9881926	337232
967	9890773	326967
968	9900898	316747
969	9912102	306559
970	9923775	296384
971	9932832	286130
972	9945002	275966
973	9953307	265694
974	9963845	255483
975	9972282	245220
976	9983411	235024
977	9995287	224842
978	10007117	214657
979	10017620	204441
980	10027228	194207
981	10038563	184006
982	10049185	173790
983	10059322	163566
984	10069760	153346
985	10080981	143137
986	10090713	132907
987	10102056	122697
988	10112251	112471
989	10124120	102263
990	10135134	92044
991	10146993	81830
992	10156942	71599
993	10167144	61371
994	10176786	51139
995	10187802	40914
996	10200243	30692
997	10209191	20459
998	10218365	10228
999	10227710	0
