iter	Passed	Remaining
586	5757937	4051155
587	5768429	4041824
588	5779355	4032793
589	5791461	4024574
590	5801014	4014576
591	5812347	4005806
592	5821886	3995797
593	5831879	3986099
594	5843412	3977448
595	5854281	3968338
596	5862025	3957112
597	5870438	3946348
598	5880640	3936789
599	5891772	3927848
600	5901561	3918008
601	5912544	3908958
602	5922551	3899258
603	5932086	3889248
604	5942152	3879586
605	5952736	3870260
606	5962413	3860343
607	5972254	3850532
608	5982411	3840924
609	5991831	3830843
610	6000912	3820548
611	6011667	3811318
612	6019693	3800361
613	6029155	3790316
614	6037767	3779740
615	6048599	3770555
616	6059640	3761494
617	6069429	3751653
618	6078985	3741669
619	6091375	3733423
620	6101334	3723680
621	6113262	3715133
622	6121841	3704549
623	6130810	3694206
624	6139251	3683550
625	6147897	3673024
626	6157286	3662947
627	6167426	3653316
628	6178206	3644061
629	6189201	3634927
630	6199588	3625432
631	6208805	3615254
632	6219228	3605776
633	6229249	3596065
634	6239374	3586411
635	6246799	3575212
636	6257534	3565910
637	6268538	3556757
638	6279034	3547310
639	6290314	3538302
640	6300160	3528482
641	6311661	3519586
642	6321815	3509934
643	6331740	3500154
644	6340141	3489535
645	6349812	3479618
646	6358415	3469120
647	6368205	3459272
648	6379724	3450359
649	6388164	3439780
650	6397734	3429814
651	6406411	3419372
652	6416623	3409752
653	6426141	3399762
654	6438319	3391175
655	6449530	3382070
656	6459106	3372105
657	6469624	3362631
658	6473397	3349663
659	6482760	3339603
660	6492398	3329687
661	6503021	3320273
662	6512055	3310049
663	6521158	3299863
664	6530473	3289787
665	6542427	3281037
666	6553346	3271760
667	6563672	3262184
668	6571956	3251595
669	6584235	3242981
670	6594219	3233231
671	6604820	3223781
672	6616650	3214925
673	6626522	3205113
674	6635546	3194892
675	6644944	3184855
676	6653700	3174512
677	6663233	3164544
678	6674014	3155167
679	6683734	3145286
680	6693233	3135303
681	6702320	3125128
682	6712391	3115414
683	6720816	3104938
684	6733414	3096387
685	6742502	3086218
686	6752644	3076532
687	6763915	3067357
688	6774249	3057752
689	6783447	3047636
690	6795704	3038889
691	6805802	3029172
692	6816668	3019793
693	6825359	3009452
694	6835268	2999650
695	6844730	2989652
696	6851876	2978649
697	6859129	2967703
698	6869629	2958166
699	6881064	2949027
700	6890232	2938915
701	6899554	2928870
702	6910995	2919723
703	6921398	2910133
704	6931966	2900610
705	6941261	2890553
706	6949837	2880201
707	6960540	2870731
708	6970403	2860913
709	6977961	2850153
710	6988075	2840441
711	6998041	2830668
712	7008088	2820927
713	7017391	2810887
714	7027432	2801144
715	7036048	2790834
716	7046558	2781277
717	7055359	2771046
718	7062843	2760304
719	7074701	2751272
720	7083643	2741104
721	7093280	2731207
722	7104307	2721843
723	7113540	2711791
724	7124615	2702440
725	7133235	2692157
726	7144515	2682878
727	7154556	2673130
728	7164402	2663310
729	7174359	2653530
730	7186350	2644498
731	7196742	2634872
732	7206248	2624922
733	7214124	2614382
734	7223081	2604240
735	7233447	2594606
736	7244449	2585196
737	7252147	2574610
738	7261635	2564664
739	7271660	2554907
740	7282359	2545386
741	7293684	2536078
742	7303473	2526235
743	7314067	2516668
744	7323333	2506644
745	7334174	2497158
746	7342704	2486886
747	7354251	2477635
748	7365414	2468249
749	7373796	2457932
750	7382928	2447868
751	7394741	2438691
752	7406432	2429467
753	7417459	2420019
754	7427227	2410159
755	7436536	2400151
756	7446904	2390485
757	7456264	2380496
758	7464854	2370263
759	7476190	2360902
760	7485832	2351003
761	7493140	2340377
762	7503388	2330672
763	7515022	2321394
764	7522982	2310981
765	7533821	2301454
766	7544530	2291884
767	7555395	2282358
768	7564281	2272235
769	7574726	2262580
770	7583825	2252523
771	7593895	2242756
772	7601020	2232123
773	7610894	2222302
774	7620675	2212454
775	7630904	2202735
776	7641606	2193150
777	7650623	2183082
778	7662623	2173863
779	7672017	2163902
780	7680726	2153750
781	7692169	2144364
782	7701586	2134411
783	7711557	2124612
784	7719509	2114260
785	7728427	2104177
786	7738966	2094535
787	7750691	2085211
788	7762488	2075900
789	7772381	2066076
790	7784296	2056786
791	7794924	2047151
792	7805232	2037431
793	7814208	2027364
794	7825081	2017788
795	7836747	2008412
796	7846647	1998581
797	7857635	1989025
798	7868586	1979456
799	7878117	1969529
800	7889175	1959982
801	7899175	1950170
802	7909926	1940542
803	7919291	1930573
804	7931865	1921383
805	7940754	1911298
806	7949990	1901298
807	7961374	1891811
808	7969737	1881606
809	7979938	1871837
810	7988545	1861695
811	7997688	1851681
812	8007593	1841844
813	8017130	1831924
814	8029010	1822536
815	8039867	1812911
816	8048725	1802835
817	8058490	1792964
818	8068516	1783151
819	8077805	1773176
820	8087689	1763333
821	8096162	1753183
822	8105465	1743216
823	8115524	1733413
824	8127028	1723915
825	8139443	1714604
826	8147657	1704407
827	8159372	1694942
828	8168988	1685038
829	8178555	1675125
830	8189672	1665529
831	8198194	1655404
832	8208498	1645641
833	8218976	1635911
834	8231548	1626593
835	8242753	1616999
836	8253522	1607316
837	8261950	1597178
838	8271818	1587321
839	8283857	1577877
840	8295661	1568383
841	8306915	1558779
842	8318528	1549239
843	8330374	1539737
844	8341130	1530029
845	8348890	1519774
846	8358897	1509930
847	8368964	1500097
848	8379334	1490317
849	8390829	1480734
850	8401145	1470940
851	8410655	1461005
852	8420741	1451171
853	8431203	1441400
854	8442032	1431689
855	8453367	1422061
856	8464092	1412328
857	8473390	1402355
858	8483055	1392445
859	8492941	1382571
860	8503396	1372789
861	8515365	1363248
862	8527125	1353668
863	8537819	1343915
864	8547714	1334036
865	8558761	1324334
866	8568534	1314434
867	8578736	1304600
868	8588177	1294650
869	8599242	1284944
870	8608998	1275041
871	8619854	1265299
872	8631752	1255707
873	8643333	1246064
874	8652685	1236097
875	8661323	1226032
876	8673472	1216461
877	8681885	1206366
878	8692320	1196553
879	8701982	1186633
880	8712814	1176872
881	8723489	1167088
882	8733300	1157187
883	8742247	1147172
884	8754015	1137527
885	8763405	1127571
886	8775280	1117933
887	8783867	1107875
888	8794830	1098117
889	8804785	1088231
890	8813420	1078184
891	8822289	1068169
892	8832372	1058302
893	8842337	1048420
894	8853200	1038643
895	8863335	1028779
896	8874078	1018985
897	8884121	1009109
898	8895502	999383
899	8903737	989304
900	8913048	979347
901	8923673	969534
902	8934570	959749
903	8944751	949885
904	8952949	939812
905	8962993	929935
906	8975028	920261
907	8984813	910355
908	8995663	900555
909	9005764	890680
910	9015018	880720
911	9026966	871023
912	9039515	861377
913	9048148	851357
914	9058747	841522
915	9069186	831672
916	9077944	821667
917	9087506	811738
918	9098322	801919
919	9107736	791977
920	9117862	782096
921	9130256	772407
922	9141881	762648
923	9148971	752512
924	9158625	742591
925	9168360	732676
926	9178698	722810
927	9188404	712893
928	9200993	703197
929	9212774	693434
930	9223180	683565
931	9234118	673733
932	9245103	663903
933	9255155	654004
934	9265636	644135
935	9274555	634157
936	9284253	624234
937	9292304	614203
938	9300973	604216
939	9312184	594394
940	9320907	584413
941	9330675	574500
942	9341446	564647
943	9353181	554849
944	9364139	545002
945	9373794	535079
946	9384848	525234
947	9395016	515338
948	9404294	505394
949	9414939	495523
950	9426392	485692
951	9437848	475857
952	9448784	465994
953	9458801	456084
954	9467172	446097
955	9479514	436295
956	9491191	426458
957	9500786	416527
958	9511046	406624
959	9520499	396687
960	9529565	386735
961	9540244	376849
962	9551054	366966
963	9561775	357078
964	9571581	347155
965	9582209	337262
966	9592684	327361
967	9601457	317403
968	9611858	307500
969	9623077	297620
970	9632923	287698
971	9641941	277751
972	9653277	267871
973	9662209	257923
974	9672604	248015
975	9682688	238098
976	9695343	228242
977	9706321	218342
978	9718153	208458
979	9729021	198551
980	9739596	188636
981	9749464	178707
982	9758987	168771
983	9769046	158846
984	9780909	148947
985	9791028	139020
986	9802024	129104
987	9812072	119174
988	9821368	109236
989	9830974	99302
990	9839336	89358
991	9849603	79432
992	9861334	69515
993	9870911	59582
994	9880144	49648
995	9889555	39717
996	9901165	29792
997	9909968	19859
998	9919448	9929
999	9930282	0
